,PREFERRED_NAME,SMILES,SIZE,standardized SMILES,INCHIKEY
0,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,65,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,UZUFPBIDKMEQEQ-UHFFFAOYSA-N
1,PFDA,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,72,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PCIUEQPBYFRTEM-UHFFFAOYSA-N
2,10:2 FTOH,C(CO)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,76,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FLXYIZWPNQYPIT-UHFFFAOYSA-N
3,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,58,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SNGREZUHAYWORS-UHFFFAOYSA-N
4,10:2 monoPAP,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,85,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MCYKSXMNSXNCIY-UHFFFAOYSA-N
5,1:3 FTCA_143,C(C(=O)[O-])(C(F)(F)F)O,23,O=C([O-])C(O)C(F)(F)F,BVKGUTLIPHZYCX-UHFFFAOYSA-M
6,1:3 FTCA,C(CC(F)(F)F)C(=O)[O-],21,O=C([O-])CCC(F)(F)F,WTUCTMYLCMVYEX-UHFFFAOYSA-M
7,1:3 FTCA_139,C(=C\C(F)(F)F)/C(=O)[O-],24,O=C([O-])C=CC(F)(F)F,QZBAYURFHCTXOJ-UHFFFAOYSA-M
8,1:2 FTCA,C(C(=O)[O-])C(F)(F)F,20,O=C([O-])CC(F)(F)F,KSNKQSPJFRQSEI-UHFFFAOYSA-M
9,1:3 FTCA_157a,C(C(C(=O)[O-])O)C(F)(F)F,24,O=C([O-])C(O)CC(F)(F)F,FGKVOERQNLHPOO-UHFFFAOYSA-M
10,1:3 FTCA_intermediate1,[CH-](C=O)C(F)(F)F,18,O=C[CH-]C(F)(F)F,MAUKTDWQZCNIKE-UHFFFAOYSA-N
11,1:3 FTCA_intermediate2,[C-](=O)C(F)(F)F,16,O=[C-]C(F)(F)F,PCLJWLCYVVQVRY-UHFFFAOYSA-N
12,1:3 FTCA_157b,C(C(C(F)(F)F)O)C(=O)[O-],24,O=C([O-])CC(O)C(F)(F)F,ASQMUMZEQLWJRC-UHFFFAOYSA-M
13,TFA,C(=O)(C(F)(F)F)[O-],19,O=C([O-])C(F)(F)F,DTQVDTLACAAQTR-UHFFFAOYSA-M
14,1:3 FTCA_intermediate3,C(C(=O)C(F)(F)F)C(=O)[O-],25,O=C([O-])CC(=O)C(F)(F)F,LIQBKSIZAXKCPA-UHFFFAOYSA-M
15,1:4 FTCA,C(CC(=O)[O-])CC(F)(F)F,22,O=C([O-])CCCC(F)(F)F,RUEXKRNFAABHHU-UHFFFAOYSA-M
16,1:4 FTCA_169,C(C(=O)CC(F)(F)F)C(=O)[O-],26,O=C([O-])CC(=O)CC(F)(F)F,AFWQDTMMYBTEOZ-UHFFFAOYSA-M
17,1:4 FTCA_153,C(=C\C(=O)[O-])/CC(F)(F)F,25,O=C([O-])C=CCC(F)(F)F,DNJNMLSOKFTGMW-UHFFFAOYSA-M
18,1:4 FTCA_171,C(C(CC(F)(F)F)O)C(=O)[O-],25,O=C([O-])CC(O)CC(F)(F)F,ZLTDHNHHXMDPGA-UHFFFAOYSA-M
19,1:4 FTCA_intermediate1,[CH-](CC(F)(F)F)C=O,19,O=C[CH-]CC(F)(F)F,BRJQPDDEBLTSDW-UHFFFAOYSA-N
20,E7-Alcohol Intermediate,C(C(F)(F)O)(F)(F)F,18,OC(F)(F)C(F)(F)F,NNZZMYIWZFZLHU-UHFFFAOYSA-N
21,E7-Hemiacetal Intermediate,C(=O)(C(O)OC(C(F)(F)F)(F)F)[O-],31,O=C([O-])C(O)OC(F)(F)C(F)(F)F,REWNQICOKDEAFQ-UHFFFAOYSA-M
22,Fluoride Ion,[F-],4,[F-],KRHYYFGTRYWZRS-UHFFFAOYSA-M
23,TFA,C(=O)(C(F)(F)F)O,16,O=C(O)C(F)(F)F,DTQVDTLACAAQTR-UHFFFAOYSA-N
24,2-(perfluoroethoxy)acetic acid (E7),C(C(=O)[O-])OC(C(F)(F)F)(F)F,28,O=C([O-])COC(F)(F)C(F)(F)F,JBAHPWZULBRKNC-UHFFFAOYSA-M
25,Oxalate,C(=O)(C(=O)[O-])[O-],20,O=C([O-])C(=O)[O-],MUBZPKHOEPUJKR-UHFFFAOYSA-L
26,E1-Alcohol Intermediate,C(F)(F)(F)O,11,OC(F)(F)F,WZCZNEGTXVXAAS-UHFFFAOYSA-N
27,2-(trifluoromethoxy)acetic acid (E1),C(C(=O)[O-])OC(F)(F)F,21,O=C([O-])COC(F)(F)F,CZXZCEUXKFLRHN-UHFFFAOYSA-M
28,E1-Hemiacetal Intermediate,C(=O)(C(O)OC(F)(F)F)[O-],24,O=C([O-])C(O)OC(F)(F)F,YSTZMMUZEOJJHF-UHFFFAOYSA-M
29,C3a-CoA intermediate4,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1[C]([C]([C](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)F)O,111,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1O[C](n2cnc3c(N)ncnc32)[C](O)[C]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)F,DXZMPGDUJDCXSU-UHFFFAOYSA-N
30,C3a-CoA intermediate1,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(F)(F)F)O,122,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(F)(F)F,RVDBCBSNUKXEMD-UHFFFAOYSA-N
31,C3a-CoA intermediate2,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1[C]([C]([C](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)/C=C(/F)\F)O,114,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1O[C](n2cnc3c(N)ncnc32)[C](O)[C]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C=C(F)F,SWOLYPMQXYEIPR-UHFFFAOYSA-N
32,Hydrofluoric Acid,F,1,F,KRHYYFGTRYWZRS-UHFFFAOYSA-N
33,C3a-CoA intermediate3,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(F)(F)O)O,122,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)(F)F,CKBXUBXXCBZYNN-UHFFFAOYSA-N
34,Malonyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])O,123,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-],LTYOQGRJFJAKNA-UHFFFAOYSA-M
35,structure 0000318,C(C(=O)O)C(F)(F)F,17,O=C(O)CC(F)(F)F,KSNKQSPJFRQSEI-UHFFFAOYSA-N
36,Malonate,C(C(=O)[O-])C(=O)[O-],21,O=C([O-])CC(=O)[O-],OFOBLEOULBTSOW-UHFFFAOYSA-L
37,3-(trifluoromethoxy)propanoic acid (E5),C(COC(F)(F)F)C(=O)[O-],22,O=C([O-])CCOC(F)(F)F,HZYSVGCHQALZGI-UHFFFAOYSA-M
38,E5-Hemiacetal Intermediate,C(C(=O)[O-])C(O)OC(F)(F)F,25,O=C([O-])CC(O)OC(F)(F)F,SKRICLUVNMPTHN-UHFFFAOYSA-M
39,2:3 FTCA,C(CC(C(F)(F)F)(F)F)C(=O)[O-],28,O=C([O-])CCC(F)(F)C(F)(F)F,HHSIXPRDVJARSI-UHFFFAOYSA-M
40,3:3 FTCA_207a,C(=C(\C(C(F)(F)F)(F)F)/F)/C(=O)[O-],35,O=C([O-])C=C(F)C(F)(F)C(F)(F)F,ZJJJWFMRGDMLHL-UHFFFAOYSA-M
41,3:3 FTCA_243,C(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)O,37,O=C([O-])C(O)C(F)(F)C(F)(F)C(F)(F)F,CZCPDRGMDRNIGB-UHFFFAOYSA-M
42,3:3 FTCA_intermediate1,[CH-](C=O)C(C(C(F)(F)F)(F)F)(F)F,32,O=C[CH-]C(F)(F)C(F)(F)C(F)(F)F,OOTZALPUCVRWKL-UHFFFAOYSA-N
43,2:2 FTCA,C(C(=O)[O-])C(C(F)(F)F)(F)F,27,O=C([O-])CC(F)(F)C(F)(F)F,UVLNQGHDUGHTGV-UHFFFAOYSA-M
44,3:3 FTCA_239,C(=C\C(C(C(F)(F)F)(F)F)(F)F)/C(=O)[O-],38,O=C([O-])C=CC(F)(F)C(F)(F)C(F)(F)F,KRBNWYYINLFKND-UHFFFAOYSA-M
45,3:3 FTCA_257,C(C(C(=O)[O-])O)C(C(C(F)(F)F)(F)F)(F)F,38,O=C([O-])C(O)CC(F)(F)C(F)(F)C(F)(F)F,WUVNXJKIROXZAH-UHFFFAOYSA-M
46,3:2 FTCA,C(C(=O)[O-])C(C(C(F)(F)F)(F)F)(F)F,34,O=C([O-])CC(F)(F)C(F)(F)C(F)(F)F,NLAGAXIWWHZGCK-UHFFFAOYSA-M
47,3:3 FTCA,C(CC(C(C(F)(F)F)(F)F)(F)F)C(=O)[O-],35,O=C([O-])CCC(F)(F)C(F)(F)C(F)(F)F,ISFKSWMQWIRDNC-UHFFFAOYSA-M
48,PFPrA,C(=O)(C(C(F)(F)F)(F)F)[O-],26,O=C([O-])C(F)(F)C(F)(F)F,LRMSQVBRUNSOJL-UHFFFAOYSA-M
49,3:3 FTCA_intermediate3,C(C(=O)C(C(C(F)(F)F)(F)F)(F)F)C(=O)[O-],39,O=C([O-])CC(=O)C(F)(F)C(F)(F)C(F)(F)F,YYMGNMAMWUIVEN-UHFFFAOYSA-M
50,PFBA,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],33,O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,YPJUNDFVDDCYIH-UHFFFAOYSA-M
51,3:3 FTCA_193,C(C(=O)[O-])(C(C(F)(F)F)(F)F)O,30,O=C([O-])C(O)C(F)(F)C(F)(F)F,JNTFGUKXIMXLRS-UHFFFAOYSA-M
52,3:3 FTCA 207b,C(C(C(=O)[O-])O)C(C(F)(F)F)(F)F,31,O=C([O-])C(O)CC(F)(F)C(F)(F)F,BSCNIRCLHVGUEU-UHFFFAOYSA-M
53,3:3 FTCA_intermediate2,[C-](=O)C(C(C(F)(F)F)(F)F)(F)F,30,O=[C-]C(F)(F)C(F)(F)C(F)(F)F,VYCRIWMQBLQDTF-UHFFFAOYSA-N
54,3:3 FTCA_189,C(=C\C(C(F)(F)F)(F)F)/C(=O)[O-],31,O=C([O-])C=CC(F)(F)C(F)(F)F,NEEGCEUNMCQJQF-UHFFFAOYSA-M
55,3:3 FTCA_intermediate4,[C-](=O)C(C(F)(F)F)(F)F,23,O=[C-]C(F)(F)C(F)(F)F,XFFNLSXVZRPNDD-UHFFFAOYSA-N
56,3:3 FTCA_intermediate6,C(C(=O)C(C(F)(F)F)(F)F)C(=O)[O-],32,O=C([O-])CC(=O)C(F)(F)C(F)(F)F,XGQYALLQYFBMJC-UHFFFAOYSA-M
57,C5b-CoA intermediate3,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(/C(=C(\F)/F)/F)O)O,132,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)C(F)=C(F)F,NWGPJZNLUAPHLD-UHFFFAOYSA-N
58,C5b-CoA intermediate2,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1[C]([C]([C](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)/C=C/C(=C(/F)\F)/F)O,122,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1O[C](n2cnc3c(N)ncnc32)[C](O)[C]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C=CC(F)=C(F)F,KTDPZDQWHTVCPI-UHFFFAOYSA-N
59,"4,5,5-trifluoropent-4-enoic acid",C(CC(=O)[O-])/C(=C(/F)\F)/F,27,O=C([O-])CCC(F)=C(F)F,YWHZHTHRRXAUFQ-UHFFFAOYSA-M
60,C5b-CoA intermediate5,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1[C]([C]([C](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(C(F)(F)O)F)O,116,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1O[C](n2cnc3c(N)ncnc32)[C](O)[C]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(F)C(O)(F)F,PPKXJAPYHAUUHX-UHFFFAOYSA-N
61,C5b-CoA intermediate6,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(C(=O)F)F)O,123,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(F)C(=O)F,SYBRENHPANBUAP-UHFFFAOYSA-N
62,C5b-CoA intermediate1,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC/C(=C(\F)/F)/F)O,129,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(F)=C(F)F,GGVFQMYGROREEZ-UHFFFAOYSA-N
63,C5b-CoA intermediate4,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1[C]([C]([C](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)/C(=C(\F)/F)/F)O,118,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1O[C](n2cnc3c(N)ncnc32)[C](O)[C]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(F)=C(F)F,IBYRJUMKGZQYBI-UHFFFAOYSA-N
64,monofluoromalonyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1[C]([C]([C](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(C(=O)[O-])F)O,117,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1O[C](n2cnc3c(N)ncnc32)[C](O)[C]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(F)C(=O)[O-],OATKGRDKRNIOFQ-UHFFFAOYSA-M
65,4:2 FTS,C(CS(=O)(=O)[O-])C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,46,O=S(=O)([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TXGIGTRUEITPSC-UHFFFAOYSA-M
66,4:2 FTS_intermediate10,[CH-](C=O)C(C(F)(F)F)(F)F,25,O=C[CH-]C(F)(F)C(F)(F)F,SERXUANIUBGOAA-UHFFFAOYSA-N
67,4:2 FTS_293,C(C(=O)O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,41,O=C(O)C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SWPJKZQOLDEXNB-UHFFFAOYSA-N
68,4:2 FTS_343,C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O)S(=O)(=O)[O-],49,O=S(=O)([O-])CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CLKKXXTUBIGOTC-UHFFFAOYSA-M
69,4:2 FTS_intermediate3,[C-](=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,37,O=[C-]C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ZJBOEMSPZGSZSZ-UHFFFAOYSA-N
70,4:2 FTCA,C(C(=O)[O-])C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,41,O=C([O-])CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PMNVMTIBUIRJHZ-UHFFFAOYSA-M
71,4:2 FTS_257a,C(=C(\C(C(C(F)(F)F)(F)F)(F)F)/F)/C(=O)[O-],42,O=C([O-])C=C(F)C(F)(F)C(F)(F)C(F)(F)F,CMFAKTRZLATJOA-UHFFFAOYSA-M
72,PFPeA,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)[O-],40,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CXZGQIAOTKWCDB-UHFFFAOYSA-M
73,4:2 FTS_intermediate2,[CH-](C=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,39,O=C[CH-]C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,YUNXXDPQBWGUEV-UHFFFAOYSA-N
74,4:2 FTS_intermediate1,C(C[O-])C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,37,[O-]CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,AIVGSDQUEGYUQL-UHFFFAOYSA-N
75,4:2 FTS_intermediate14,C(C(C(C(F)(F)F)(F)F)O)C(=O)[O-],31,O=C([O-])CC(O)C(F)(F)C(F)(F)F,ZYPIPHPPKPCWMR-UHFFFAOYSA-M
76,4:2 FTS_325,C(=C\S(=O)(=O)[O-])/C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,49,O=S(=O)([O-])C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,RSEVEDLCRGNOHU-UHFFFAOYSA-M
77,4:2 FTS_341,C(C(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)[O-],50,O=C(CS(=O)(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NGVZESOAYLJRCN-UHFFFAOYSA-M
78,4:2 FtSO2AoS,CC(C)(CS(=O)(=O)O)NC(=O)CCS(=O)(=O)CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,66,CC(C)(CS(=O)(=O)O)NC(=O)CCS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MDGZRVCSTWUTMU-UHFFFAOYSA-N
79,4:2 FtTAoS,CC(C)(CS(=O)(=O)O)NC(=O)CCSCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,58,CC(C)(CS(=O)(=O)O)NC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,VIHJAWYQCFERKN-UHFFFAOYSA-N
80,4:2 FtSOAoS,CC(C)(CS(=O)(=O)O)NC(=O)CCS(=O)CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,62,CC(C)(CS(=O)(=O)O)NC(=O)CCS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,WVSBUXQVQMSEID-UHFFFAOYSA-N
81,3:3 FTCA,C(CC(C(C(F)(F)F)(F)F)(F)F)C(=O)O,32,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)F,ISFKSWMQWIRDNC-UHFFFAOYSA-N
82,PFBA,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,30,O=C(O)C(F)(F)C(F)(F)C(F)(F)F,YPJUNDFVDDCYIH-UHFFFAOYSA-N
83,4:2 UFTCA,C(=C(\C(C(C(F)(F)F)(F)F)(F)F)/F)/C(=O)O,39,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)F,CMFAKTRZLATJOA-UHFFFAOYSA-N
84,4:2 FtS,C(CS(=O)(=O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,43,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TXGIGTRUEITPSC-UHFFFAOYSA-N
85,4:2 FTOH,C(CO)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,34,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,JCMNMOBHVPONLD-UHFFFAOYSA-N
86,4:2 monoPAP,C(COP(=O)(O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,43,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,BBLFCNLVILKUEU-UHFFFAOYSA-N
87,C5a-CoA intermediate2,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1[C]([C]([C](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)/C=C/CC(F)(F)F)O,118,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1O[C](n2cnc3c(N)ncnc32)[C](O)[C]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C=CCC(F)(F)F,ODDYDECJLMUNBE-UHFFFAOYSA-N
88,C5a-CoA intermediate1,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCCC(F)(F)F)O,124,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCC(F)(F)F,WOAWOTWOMUZGOC-UHFFFAOYSA-N
89,C5a-CoA intermediate4,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1[C]([C]([C](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CC(F)(F)F)O,119,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1O[C](n2cnc3c(N)ncnc32)[C](O)[C]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CC(F)(F)F,RFNCTUZUTDWBJR-UHFFFAOYSA-N
90,structure 0000333,C(CC(=O)O)CC(F)(F)F,19,O=C(O)CCCC(F)(F)F,RUEXKRNFAABHHU-UHFFFAOYSA-N
91,C5a-CoA intermediate3,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(CC(F)(F)F)O)O,127,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CC(F)(F)F,KEZHGJUPSOUTOA-UHFFFAOYSA-N
92,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],47,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PXUULQAPEKKVAH-UHFFFAOYSA-M
93,4:3 FTCA,C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)[O-],42,O=C([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QWHCZVLZUPZGSI-UHFFFAOYSA-M
94,5:1:2 FTUCA_357,C(C(C(=O)[O-])O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,52,O=C([O-])C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,RAPSXLVXMPNRGD-UHFFFAOYSA-M
95,5:1:2 FTUCA_intermediate4,C(C(C(=O)[O-])O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,O=C([O-])C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SZBSIZRQZVQGIQ-UHFFFAOYSA-M
96,5:1:2 FTUCA_intermediate1,[CH-](C=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,46,O=C[CH-]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OKYSXUIRJIUDMJ-UHFFFAOYSA-N
97,5:1:2 FTUCA,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)[O-],56,O=C([O-])C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,BKOBFLVYTXYFQZ-UHFFFAOYSA-M
98,5:1:2 FTUCA_307,C(=C(\C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)[O-],49,O=C([O-])C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,VLQRWBZMXZAWNQ-UHFFFAOYSA-M
99,5:1:2 FTUCA_intermediate6,C(C(=O)[O-])(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,44,O=C([O-])C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SWPJKZQOLDEXNB-UHFFFAOYSA-M
100,5:1:2 FTUCA_intermediate9,C(C(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)[O-],46,O=C([O-])CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,XFXYRIRLWPLYFD-UHFFFAOYSA-M
101,5:1:2 FTUCA_343,C(C(=O)[O-])(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,51,O=C([O-])C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,RNYBWCYKYRDUSH-UHFFFAOYSA-M
102,5:3 FTCA,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)[O-],49,O=C([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ABFCFCPCGMHSRX-UHFFFAOYSA-M
